,State,County,Tract,Drive,Carpooled,Transit,Walked,Other,MBSA,Service,Office,Construction,Production,IRural,IConstruction,IManufacturing,IWholesale,IRetail,IUtilities,IInformation,IFinance,IProfessional,ISocial,IRecreation,IOther,IPublic
616,IL,Henry,19875.3,99220.0,11990.0,60.0,2300.0,1335.0,35970.0,18290.0,30540.0,14015.0,21570.0,4020.0,10145.0,17370.0,4640.0,15695.0,7945.0,2505.0,7440.0,8070.0,23470.0,8085.0,4895.0,6105.0
617,IL,Iroquois,427725.0,55250.0,6765.0,165.0,2325.0,770.0,20450.0,12980.0,15700.0,8520.0,13825.0,5740.0,5270.0,10120.0,2845.0,7275.0,4900.0,1165.0,3370.0,3870.0,17785.0,3870.0,3315.0,1950.0
618,IL,Jackson,7600.0,103735.0,10650.0,720.0,10815.0,3315.0,50930.0,34915.0,29720.0,9275.0,13210.0,2430.0,5875.0,7510.0,1505.0,16975.0,5350.0,3075.0,5210.0,7315.0,52325.0,15320.0,7490.0,7670.0
619,IL,Jasper,146610.0,17885.0,2710.0,0.0,450.0,165.0,6740.0,3800.0,5620.0,2930.0,5235.0,2210.0,1545.0,4140.0,700.0,2425.0,2150.0,160.0,1325.0,720.0,5100.0,1215.0,1370.0,1265.0
620,IL,Jefferson,27830.0,64895.0,8280.0,665.0,1590.0,2205.0,21180.0,15235.0,21625.0,8815.0,16830.0,2090.0,5715.0,10525.0,2980.0,10560.0,8975.0,1315.0,2785.0,4755.0,17600.0,8635.0,3635.0,4115.0
621,IL,Jersey,3095.1500000000005,44145.0,5465.0,100.0,1655.0,215.0,15790.0,10145.0,12580.0,7780.0,9410.0,1455.0,4635.0,7045.0,1835.0,6010.0,4175.0,685.0,2845.0,3805.0,14525.0,4790.0,2225.0,1675.0
622,IL,Jo Daviess,6095.150000000002,42060.0,6030.0,680.0,3075.0,595.0,18310.0,10795.0,12970.0,6365.0,10405.0,3530.0,4315.0,8910.0,1135.0,6065.0,2480.0,1215.0,3270.0,3925.0,11000.0,8115.0,2985.0,1900.0
623,IL,Johnson,195655.0,15445.0,1300.0,195.0,305.0,195.0,6110.0,4740.0,4255.0,1170.0,2555.0,605.0,605.0,1400.0,235.0,2420.0,985.0,175.0,895.0,505.0,6665.0,1135.0,695.0,2510.0
624,IL,Kane,3494815.0499999924,960440.0,107100.0,31300.0,17310.0,21860.0,417345.0,169850.0,325845.0,105580.0,200610.0,6525.0,90180.0,213415.0,54115.0,141575.0,63175.0,30665.0,89670.0,146930.0,216465.0,89305.0,50520.0,26690.0
625,IL,Kankakee,16330.450000000008,199020.0,26420.0,4865.0,6420.0,2715.0,70700.0,46890.0,63380.0,27295.0,45105.0,6270.0,16115.0,31370.0,10570.0,30110.0,16405.0,3865.0,14590.0,13990.0,67235.0,23235.0,11020.0,8595.0
626,IL,Kendall,445170.4500000002,217990.0,18380.0,8215.0,1575.0,2045.0,98730.0,34725.0,73230.0,25845.0,33185.0,1605.0,19970.0,35725.0,9055.0,32115.0,17230.0,8045.0,22295.0,27640.0,51100.0,18545.0,11000.0,11390.0
627,IL,Knox,680.0,91625.0,9745.0,980.0,4200.0,1570.0,31475.0,22335.0,29385.0,9245.0,20245.0,3205.0,5765.0,11795.0,3850.0,15675.0,9475.0,2510.0,4395.0,4755.0,30715.0,10275.0,4580.0,5690.0
628,IL,Lake,6650858.1999999685,1302655.0,152740.0,69765.0,50365.0,23155.0,693455.0,232705.0,446420.0,118965.0,192905.0,5305.0,97930.0,279130.0,83985.0,198000.0,62585.0,34545.0,138600.0,218120.0,305960.0,135655.0,75380.0,49255.0
629,IL,Lasalle,1348135.15,219960.0,25245.0,1060.0,6310.0,2710.0,69910.0,47855.0,66835.0,33510.0,54230.0,9375.0,21625.0,41425.0,8495.0,37380.0,18360.0,4145.0,11385.0,17525.0,54555.0,24160.0,13925.0,9985.0
630,IL,Lawrence,220225.0,25450.0,3030.0,0.0,375.0,430.0,7465.0,6310.0,6855.0,3740.0,6815.0,1980.0,1620.0,5115.0,2540.0,3270.0,1585.0,325.0,1770.0,1160.0,7050.0,1675.0,2000.0,1095.0
631,IL,Lee,225.0,67280.0,8740.0,1230.0,1350.0,750.0,23615.0,16325.0,18380.0,8705.0,19220.0,2585.0,4680.0,17030.0,2805.0,9845.0,5330.0,1310.0,2905.0,5260.0,21310.0,5665.0,3750.0,3770.0
632,IL,Livingston,480275.0,71175.0,7460.0,265.0,2885.0,1110.0,22340.0,16470.0,19715.0,9435.0,19690.0,4050.0,5745.0,16210.0,1990.0,9560.0,5470.0,1780.0,5805.0,4555.0,17990.0,5270.0,3845.0,5380.0
633,IL,Logan,381300.0,50785.0,6080.0,85.0,1905.0,1205.0,18350.0,11805.0,16160.0,7220.0,10395.0,3090.0,4650.0,7985.0,1595.0,6725.0,3925.0,785.0,4540.0,3455.0,15425.0,3980.0,3680.0,4095.0
634,IL,Macon,3175.950000000001,207820.0,16590.0,2845.0,5000.0,4405.0,77015.0,45650.0,60490.0,23315.0,39430.0,5735.0,14145.0,42625.0,7040.0,27945.0,16110.0,5225.0,11365.0,16355.0,56870.0,19445.0,13260.0,9780.0
635,IL,Macoupin,621790.0,90480.0,10570.0,350.0,3090.0,830.0,31470.0,19755.0,26195.0,16045.0,18320.0,5240.0,8900.0,13270.0,3180.0,13635.0,7055.0,2105.0,5265.0,6415.0,28085.0,7360.0,5140.0,6135.0
636,IL,Madison,1227145.7000000014,531085.0,46070.0,9380.0,7895.0,5965.0,209075.0,109615.0,163225.0,59845.0,90850.0,4615.0,39545.0,81275.0,19595.0,71485.0,41735.0,12550.0,41910.0,57020.0,139530.0,64065.0,32310.0,26975.0
637,IL,Marion,571290.0,69320.0,8430.0,510.0,1650.0,2025.0,21030.0,18460.0,19720.0,8570.0,19395.0,2505.0,3805.0,14630.0,2120.0,10270.0,7180.0,1975.0,3640.0,3510.0,23970.0,5930.0,3715.0,3925.0
638,IL,Marshall,240325.0,22360.0,3970.0,25.0,1225.0,555.0,7755.0,5275.0,6595.0,2840.0,6905.0,1315.0,1840.0,6550.0,1200.0,3065.0,1765.0,435.0,1885.0,1255.0,6510.0,1465.0,1485.0,600.0
639,IL,Mason,286965.0,25605.0,2995.0,0.0,1140.0,760.0,9700.0,5880.0,5940.0,4345.0,6750.0,2490.0,2875.0,4130.0,1005.0,3050.0,2940.0,315.0,1710.0,1825.0,7335.0,2110.0,1260.0,1570.0
640,IL,Massac,194050.0,27575.0,2565.0,75.0,470.0,620.0,7630.0,7315.0,8425.0,3955.0,5095.0,590.0,1915.0,3090.0,600.0,3800.0,3920.0,295.0,1245.0,2230.0,6925.0,4445.0,1505.0,1860.0
641,IL,Mcdonough,5290.0,53305.0,6465.0,1115.0,6055.0,1835.0,26015.0,14380.0,17490.0,5530.0,9930.0,2570.0,2695.0,7235.0,1015.0,8335.0,3220.0,740.0,4040.0,3530.0,25785.0,8580.0,3075.0,2525.0
642,IL,Mchenry,2264412.2000000053,616080.0,60120.0,20630.0,11120.0,8020.0,285525.0,102985.0,218600.0,70270.0,97610.0,6095.0,61965.0,131645.0,34695.0,97760.0,36670.0,20565.0,56615.0,81360.0,136730.0,57750.0,32640.0,20500.0
643,IL,Mclean,4983.700000000008,339925.0,39930.0,7070.0,22235.0,6410.0,172370.0,71420.0,127665.0,27665.0,37715.0,4875.0,20490.0,28930.0,8355.0,50080.0,13950.0,8430.0,90395.0,38270.0,99710.0,42030.0,20210.0,11110.0
644,IL,Menard,1530.0,25690.0,4445.0,0.0,325.0,285.0,11520.0,5475.0,8855.0,3285.0,3880.0,1465.0,1985.0,1835.0,1055.0,2955.0,1940.0,675.0,2940.0,2230.0,7355.0,2515.0,1815.0,4250.0
645,IL,Mercer,8050.0,32730.0,4050.0,40.0,625.0,415.0,12000.0,6615.0,9515.0,5915.0,7720.0,2265.0,4060.0,6595.0,1050.0,4055.0,2605.0,710.0,2055.0,2350.0,9160.0,2375.0,1920.0,2565.0
646,IL,Monroe,180100.44999999995,66660.0,9840.0,550.0,1440.0,240.0,29350.0,13040.0,21595.0,10455.0,9225.0,1595.0,8020.0,10085.0,3010.0,7340.0,5480.0,2830.0,6755.0,7500.0,17200.0,6670.0,3970.0,3210.0
647,IL,Montgomery,383060.0,49945.0,5630.0,140.0,1305.0,1035.0,18260.0,12695.0,14145.0,8920.0,9135.0,4505.0,4875.0,6930.0,1525.0,7515.0,4280.0,725.0,3690.0,3880.0,13525.0,3945.0,2780.0,4980.0
648,IL,Morgan,475925.0,65075.0,9195.0,865.0,3110.0,1060.0,25990.0,16765.0,22130.0,7045.0,12020.0,2910.0,4555.0,7700.0,2495.0,11235.0,2745.0,1470.0,5495.0,3865.0,25030.0,6690.0,4605.0,5155.0
649,IL,Moultrie,195410.0,26555.0,2280.0,95.0,1265.0,1975.0,9305.0,5800.0,7325.0,4170.0,8060.0,1355.0,2725.0,8865.0,1175.0,3540.0,1035.0,755.0,1655.0,1820.0,6965.0,2230.0,1535.0,1005.0
650,IL,Ogle,528660.0,102360.0,11440.0,460.0,4575.0,1600.0,35280.0,20380.0,32280.0,14115.0,27775.0,4580.0,9905.0,23440.0,4935.0,13505.0,10380.0,2680.0,7135.0,8385.0,25170.0,9005.0,6455.0,4255.0
651,IL,Peoria,6941.050000000011,355295.0,36805.0,6960.0,9510.0,8025.0,158815.0,77485.0,109345.0,31745.0,56895.0,3675.0,21085.0,72390.0,12680.0,48410.0,18000.0,9410.0,24175.0,42195.0,106885.0,38365.0,22345.0,14670.0
652,IL,Perry,9105.0,34590.0,5115.0,270.0,885.0,330.0,12905.0,9375.0,7560.0,5520.0,8395.0,1945.0,3070.0,7320.0,990.0,4230.0,1745.0,505.0,1210.0,2360.0,11340.0,3545.0,2400.0,3095.0
653,IL,Piatt,190930.0,33875.0,4480.0,115.0,1185.0,445.0,14960.0,6890.0,7995.0,4780.0,7675.0,1875.0,2760.0,6345.0,1865.0,4610.0,2430.0,590.0,1545.0,2290.0,11185.0,3060.0,2075.0,1670.0
654,IL,Pike,238150.0,28405.0,4460.0,170.0,990.0,745.0,8415.0,8095.0,9040.0,4790.0,7150.0,3055.0,2295.0,4195.0,1110.0,5420.0,2470.0,595.0,2135.0,1435.0,8320.0,2525.0,1665.0,2270.0
655,IL,Pope,97125.0,6915.0,1040.0,0.0,55.0,30.0,1495.0,2650.0,1710.0,1985.0,1230.0,895.0,1770.0,610.0,50.0,735.0,855.0,55.0,230.0,330.0,1920.0,480.0,230.0,910.0
656,IL,Pulaski,97105.0,9120.0,835.0,140.0,415.0,85.0,2910.0,2755.0,1955.0,1090.0,2395.0,640.0,290.0,1350.0,175.0,890.0,1095.0,75.0,375.0,655.0,3050.0,815.0,725.0,970.0
657,IL,Putnam,95455.0,11425.0,2345.0,0.0,180.0,70.0,3200.0,2275.0,4110.0,2065.0,3605.0,605.0,1515.0,3435.0,925.0,1825.0,1230.0,200.0,1040.0,730.0,2205.0,920.0,290.0,335.0
658,IL,Randolph,427905.0,55140.0,7255.0,200.0,1685.0,510.0,17475.0,12335.0,15465.0,8500.0,14230.0,3415.0,5790.0,11005.0,1650.0,7155.0,5280.0,1385.0,3000.0,4035.0,14490.0,4120.0,2585.0,4095.0
659,IL,Richland,244525.0,31575.0,3265.0,285.0,555.0,605.0,9985.0,6275.0,8710.0,4655.0,8685.0,2275.0,1930.0,6715.0,1995.0,4765.0,2355.0,225.0,1515.0,1270.0,9760.0,2115.0,2025.0,1365.0
660,IL,Rock Island,44625.29999999999,284520.0,30190.0,5060.0,8870.0,3130.0,102915.0,63695.0,88995.0,26990.0,64400.0,3965.0,17415.0,58550.0,11340.0,39525.0,20680.0,6585.0,18210.0,28650.0,73220.0,33285.0,19360.0,16210.0
661,IL,Saline,430095.0,39285.0,4995.0,200.0,1440.0,835.0,16225.0,10180.0,11515.0,6015.0,6415.0,3925.0,3895.0,3280.0,850.0,6105.0,2340.0,1085.0,2475.0,2415.0,14270.0,3510.0,2560.0,3640.0
662,IL,Sangamon,5647.200000000009,401520.0,45495.0,7605.0,7780.0,5325.0,191850.0,85070.0,142490.0,33905.0,36270.0,6020.0,23585.0,20715.0,12065.0,52125.0,19470.0,12780.0,37555.0,40820.0,122195.0,44910.0,28275.0,69070.0
663,IL,Schuyler,145530.0,13120.0,2100.0,0.0,890.0,180.0,4170.0,3280.0,3505.0,2725.0,3540.0,695.0,2320.0,2840.0,595.0,2380.0,1110.0,40.0,475.0,415.0,3605.0,745.0,560.0,1440.0
664,IL,Scott,97065.0,10225.0,1520.0,45.0,395.0,20.0,4265.0,2015.0,3260.0,1750.0,2390.0,1390.0,1215.0,1545.0,555.0,1175.0,1020.0,210.0,1060.0,600.0,3180.0,505.0,360.0,865.0
665,IL,Shelby,287805.0,41850.0,4300.0,120.0,1265.0,805.0,15130.0,9635.0,10725.0,5790.0,11260.0,3765.0,4345.0,9555.0,1870.0,4765.0,2580.0,815.0,2380.0,2590.0,12525.0,3660.0,2025.0,1665.0
666,IL,St. Clair,1508621.500000003,494510.0,52805.0,26970.0,8785.0,7285.0,199545.0,121075.0,159685.0,48645.0,72740.0,6055.0,31650.0,51115.0,14065.0,68595.0,40325.0,11885.0,43380.0,60180.0,141905.0,62610.0,29090.0,40835.0
667,IL,Stark,95145.0,10060.0,1885.0,20.0,525.0,395.0,4470.0,2325.0,3020.0,1455.0,2950.0,1380.0,760.0,2445.0,475.0,1655.0,975.0,205.0,900.0,995.0,3040.0,430.0,540.0,420.0
668,IL,Stephenson,455.0,86815.0,12065.0,960.0,3700.0,1385.0,31315.0,19760.0,27675.0,9795.0,22920.0,4620.0,6710.0,23110.0,2285.0,11285.0,4425.0,1580.0,7490.0,7295.0,25780.0,7985.0,6100.0,2800.0
669,IL,Tazewell,31961.8,268365.0,25740.0,1015.0,5040.0,2595.0,108620.0,53210.0,77030.0,30520.0,50475.0,4695.0,20610.0,60075.0,11080.0,31230.0,16180.0,6130.0,19480.0,24430.0,71715.0,26050.0,17890.0,10290.0
670,IL,Union,237575.0,28170.0,4195.0,10.0,635.0,450.0,11500.0,6230.0,7930.0,4015.0,5560.0,1145.0,2690.0,3545.0,1305.0,4550.0,2025.0,685.0,1165.0,1950.0,10400.0,1570.0,1690.0,2515.0
671,IL,Vermilion,7275.150000000002,136460.0,20130.0,900.0,5395.0,1775.0,44020.0,31640.0,42160.0,18590.0,36235.0,4340.0,12585.0,28995.0,6935.0,23135.0,9305.0,2705.0,9255.0,10520.0,37435.0,13255.0,7270.0,6910.0
672,IL,Wabash,191470.0,22575.0,2560.0,90.0,310.0,495.0,7300.0,4485.0,5500.0,2765.0,7370.0,2380.0,1985.0,5465.0,385.0,2925.0,1975.0,210.0,1115.0,1380.0,5470.0,2035.0,910.0,1185.0
673,IL,Warren,217575.0,31130.0,3455.0,75.0,2795.0,560.0,11025.0,8795.0,8785.0,4140.0,8370.0,2295.0,2425.0,5685.0,1465.0,3955.0,3370.0,245.0,1640.0,1295.0,11165.0,4160.0,2165.0,1250.0
674,IL,Washington,190050.0,30500.0,3705.0,310.0,955.0,330.0,11580.0,6740.0,7425.0,5440.0,7360.0,2930.0,2985.0,5280.0,1175.0,3980.0,3455.0,510.0,1475.0,2370.0,8490.0,2235.0,1860.0,1800.0
675,IL,Wayne,238775.0,30445.0,3875.0,195.0,1470.0,325.0,9375.0,5535.0,9345.0,4730.0,9510.0,3525.0,2130.0,7250.0,920.0,5470.0,2525.0,625.0,1590.0,2090.0,7865.0,1450.0,1790.0,1265.0
676,IL,White,239550.0,26770.0,4090.0,195.0,485.0,465.0,9160.0,6670.0,7290.0,3645.0,7585.0,4365.0,1445.0,4785.0,1055.0,3850.0,2585.0,470.0,1135.0,1920.0,7030.0,2290.0,2275.0,1145.0
677,IL,Whiteside,855.0,112075.0,13965.0,890.0,3135.0,1365.0,37055.0,23350.0,33370.0,13505.0,31295.0,4390.0,8475.0,27495.0,4130.0,17945.0,7135.0,1845.0,5970.0,7955.0,30280.0,9820.0,7045.0,6090.0
678,IL,Will,6711996.249999978,1281830.0,124640.0,68370.0,15680.0,17920.0,573835.0,231600.0,432325.0,156505.0,216565.0,8270.0,121345.0,194045.0,62955.0,193290.0,119625.0,34650.0,123665.0,168490.0,331550.0,125790.0,69750.0,57405.0
679,IL,Williamson,15535.15,119810.0,11320.0,420.0,2685.0,950.0,44655.0,28910.0,37725.0,13985.0,16800.0,3530.0,10010.0,12200.0,2565.0,20185.0,6760.0,2455.0,8995.0,9310.0,40830.0,10880.0,6020.0,8335.0
680,IL,Winnebago,57661.29999999999,550500.0,59240.0,6000.0,9140.0,7030.0,196460.0,111185.0,176705.0,51235.0,132445.0,2295.0,35360.0,147110.0,19840.0,74610.0,38520.0,13710.0,34075.0,54260.0,145635.0,52440.0,33040.0,17135.0
681,IL,Woodford,13695.300000000005,78525.0,8585.0,45.0,1290.0,1250.0,36570.0,12665.0,21590.0,10025.0,13935.0,2960.0,6680.0,17550.0,2735.0,10820.0,4805.0,1250.0,5740.0,6035.0,22665.0,6130.0,5305.0,2110.0
682,IN,Adams,10640.0,60010.0,11245.0,100.0,1430.0,1075.0,17885.0,12515.0,17620.0,11545.0,18620.0,3390.0,7885.0,20060.0,2545.0,9420.0,3015.0,1440.0,2940.0,2535.0,15155.0,5220.0,3095.0,1485.0
683,IN,Allen,132390.3999999999,698860.0,64660.0,5130.0,10405.0,9220.0,276440.0,135690.0,216550.0,62525.0,139455.0,3400.0,44180.0,157615.0,32040.0,97010.0,39235.0,20375.0,54525.0,67500.0,183970.0,75390.0,37165.0,18255.0
684,IN,Bartholomew,8100.0,150315.0,16915.0,690.0,2080.0,3795.0,69470.0,25330.0,40690.0,12505.0,35975.0,2210.0,9145.0,59830.0,4060.0,19025.0,6005.0,1775.0,7725.0,11800.0,36430.0,13325.0,6890.0,5750.0
685,IN,Benton,15030.0,16000.0,2185.0,10.0,610.0,315.0,5560.0,3295.0,4370.0,2660.0,4840.0,1315.0,1370.0,4545.0,275.0,2020.0,1380.0,210.0,1245.0,830.0,4775.0,1245.0,895.0,620.0
686,IN,Blackford,195050.0,22585.0,2760.0,0.0,310.0,190.0,6790.0,4325.0,6215.0,2465.0,7380.0,485.0,1260.0,8125.0,575.0,2635.0,1540.0,415.0,1325.0,1095.0,5445.0,1480.0,1060.0,1735.0
687,IN,Boone,405230.65,112075.0,8225.0,175.0,1655.0,2210.0,60015.0,16985.0,31305.0,10970.0,14080.0,2445.0,10720.0,18725.0,5145.0,12440.0,6645.0,4250.0,7970.0,13580.0,30955.0,8555.0,6550.0,5375.0
688,IN,Brown,194950.0,27470.0,3840.0,155.0,565.0,355.0,8980.0,6500.0,8350.0,4975.0,6350.0,345.0,3745.0,6125.0,560.0,4750.0,1415.0,280.0,2350.0,2440.0,6330.0,4185.0,1195.0,1435.0
689,IN,Carroll,335860.0,39670.0,3855.0,300.0,960.0,450.0,14170.0,7515.0,9750.0,6410.0,10165.0,3360.0,3565.0,10375.0,810.0,4550.0,1885.0,760.0,2060.0,2080.0,11335.0,2785.0,2075.0,2370.0
690,IN,Cass,523270.0,70445.0,8345.0,495.0,1835.0,1370.0,20975.0,15500.0,14020.0,10670.0,25885.0,2440.0,5240.0,24665.0,1985.0,7620.0,4740.0,1245.0,2830.0,3630.0,21365.0,4245.0,3605.0,3440.0
691,IN,Clark,65743.85,222890.0,25725.0,2175.0,3305.0,1630.0,77650.0,48970.0,71920.0,24465.0,44475.0,1335.0,16525.0,42415.0,5780.0,29900.0,18730.0,3845.0,19300.0,20220.0,57970.0,27075.0,13455.0,10930.0
692,IN,Clay,12105.0,53840.0,5085.0,40.0,740.0,640.0,17465.0,11595.0,14125.0,6235.0,14095.0,1360.0,4590.0,12625.0,1205.0,9185.0,3325.0,1325.0,1815.0,2725.0,14080.0,4320.0,3060.0,3900.0
693,IN,Clinton,380180.0,61425.0,8345.0,15.0,1090.0,1105.0,17955.0,11215.0,17125.0,8255.0,22050.0,2500.0,4860.0,21405.0,2515.0,8085.0,3895.0,1685.0,3545.0,3200.0,13845.0,5945.0,3170.0,1950.0
694,IN,Crawford,142800.0,18860.0,1840.0,245.0,240.0,135.0,5065.0,3405.0,4280.0,3105.0,6865.0,1355.0,1945.0,4805.0,330.0,2140.0,1820.0,145.0,905.0,880.0,4330.0,2110.0,880.0,1075.0
695,IN,Daviess,334110.0,50950.0,12945.0,75.0,2305.0,800.0,16415.0,12125.0,14490.0,11045.0,18135.0,5115.0,6370.0,15395.0,1080.0,7785.0,4305.0,640.0,1980.0,3455.0,15365.0,4275.0,2505.0,3940.0
696,IN,Dearborn,40160.55,98570.0,14705.0,360.0,2625.0,975.0,33175.0,20850.0,33080.0,15700.0,20965.0,810.0,10930.0,21760.0,3370.0,15640.0,8120.0,1700.0,6355.0,8875.0,21925.0,15095.0,6005.0,3185.0
697,IN,Decatur,290775.0,50740.0,4910.0,335.0,760.0,535.0,15365.0,8380.0,13865.0,5980.0,17235.0,3045.0,3325.0,18310.0,1875.0,6390.0,3215.0,790.0,2515.0,3350.0,9740.0,4435.0,2130.0,1705.0
698,IN,Dekalb,9210.15,80050.0,9425.0,125.0,2015.0,1155.0,26280.0,14790.0,19885.0,9575.0,28305.0,1650.0,6370.0,31615.0,2165.0,10245.0,4680.0,1790.0,5140.0,5035.0,17410.0,5730.0,4265.0,2740.0
699,IN,Delaware,2430.9,197120.0,26130.0,4745.0,13950.0,2760.0,79330.0,55000.0,67305.0,19365.0,37025.0,2185.0,13125.0,33170.0,4515.0,34545.0,8320.0,3745.0,12025.0,18380.0,78690.0,29750.0,11830.0,7745.0
700,IN,Dubois,333725.0,90130.0,7450.0,0.0,2385.0,720.0,29375.0,14300.0,24670.0,10760.0,27275.0,3990.0,7220.0,34930.0,4145.0,11435.0,4570.0,1365.0,4000.0,4515.0,18245.0,4855.0,4625.0,2485.0
701,IN,Elkhart,2521.350000000001,361680.0,53895.0,1795.0,9005.0,12285.0,117170.0,61950.0,106470.0,35485.0,141365.0,3820.0,20730.0,171245.0,15165.0,44235.0,17570.0,5640.0,17390.0,23845.0,78315.0,34385.0,21475.0,8625.0
702,IN,Fayette,334005.0,39570.0,4955.0,155.0,905.0,1050.0,11870.0,9720.0,9085.0,4410.0,12875.0,820.0,2095.0,11370.0,940.0,5350.0,2270.0,460.0,1530.0,2755.0,12300.0,4080.0,2310.0,1680.0
703,IN,Floyd,70797.09999999998,154435.0,15095.0,1350.0,1875.0,1155.0,61640.0,26010.0,49990.0,18320.0,26940.0,1435.0,13400.0,30170.0,5210.0,21770.0,12335.0,3450.0,12375.0,12290.0,39860.0,16880.0,7335.0,6390.0
704,IN,Fountain,239450.0,30740.0,3910.0,25.0,1455.0,405.0,8870.0,5715.0,7030.0,4520.0,13175.0,1600.0,2395.0,13125.0,860.0,3530.0,1575.0,510.0,1145.0,1245.0,7705.0,2710.0,1585.0,1325.0
705,IN,Franklin,241955.0,40200.0,6600.0,65.0,1110.0,435.0,14685.0,8060.0,11185.0,6495.0,11675.0,1615.0,4370.0,11105.0,1580.0,5780.0,3005.0,530.0,2240.0,3720.0,10680.0,3080.0,2475.0,1920.0
706,IN,Fulton,285975.0,36645.0,3770.0,125.0,1180.0,900.0,11405.0,7155.0,8930.0,5630.0,12735.0,1835.0,2675.0,13200.0,1805.0,4165.0,1870.0,875.0,1585.0,1960.0,9190.0,2665.0,2725.0,1305.0
707,IN,Gibson,17620.300000000007,65055.0,7260.0,0.0,1505.0,490.0,17250.0,12865.0,15830.0,9350.0,22980.0,3545.0,4175.0,22110.0,1555.0,7460.0,6430.0,1445.0,2215.0,4805.0,13325.0,5165.0,3640.0,2405.0
708,IN,Grant,4390.0,118510.0,12220.0,105.0,6095.0,2580.0,42725.0,29930.0,34490.0,11585.0,28795.0,1825.0,6570.0,26230.0,2370.0,19075.0,6020.0,3270.0,6090.0,7595.0,44690.0,13215.0,6310.0,4265.0
709,IN,Greene,429755.15,58150.0,8355.0,175.0,1465.0,650.0,18590.0,11430.0,16065.0,11165.0,13885.0,3965.0,5765.0,11230.0,900.0,8790.0,4940.0,650.0,3980.0,4730.0,14160.0,3490.0,2640.0,5895.0
710,IN,Hamilton,215890.29999999984,560695.0,49350.0,2170.0,5935.0,5255.0,344470.0,74575.0,183190.0,30410.0,42670.0,4265.0,33745.0,91525.0,28280.0,73260.0,18690.0,17835.0,74200.0,87770.0,146515.0,49020.0,31525.0,18685.0
711,IN,Hancock,205275.0,139680.0,11325.0,615.0,2320.0,735.0,58190.0,22895.0,43265.0,19215.0,20990.0,2145.0,14715.0,25175.0,6490.0,18250.0,7415.0,3370.0,11830.0,14305.0,35040.0,10730.0,8320.0,6770.0
712,IN,Harrison,18105.0,78645.0,8230.0,70.0,395.0,620.0,22810.0,13020.0,22655.0,12550.0,22070.0,1850.0,9075.0,18565.0,2500.0,8640.0,7875.0,1365.0,5125.0,5430.0,19160.0,8180.0,3305.0,2035.0
713,IN,Hendricks,221067.55,303170.0,23655.0,185.0,2805.0,4555.0,133280.0,42390.0,96185.0,35345.0,44625.0,2145.0,24685.0,47140.0,13700.0,36205.0,34935.0,7675.0,25340.0,33185.0,74700.0,22240.0,16035.0,13840.0
714,IN,Henry,634495.0,81670.0,10380.0,65.0,1345.0,1150.0,25345.0,17815.0,23115.0,10680.0,21285.0,1245.0,6315.0,23225.0,3140.0,10070.0,5035.0,1435.0,4205.0,5565.0,22305.0,7370.0,4875.0,3455.0
715,IN,Howard,3700.0,141960.0,14570.0,340.0,2565.0,2395.0,48440.0,32050.0,39455.0,15740.0,34955.0,1450.0,9115.0,44570.0,3910.0,18855.0,5950.0,2865.0,7020.0,8055.0,39150.0,15280.0,9110.0,5310.0
716,IN,Huntington,432765.0,72260.0,9295.0,275.0,2230.0,690.0,22495.0,14445.0,20815.0,9065.0,22945.0,1110.0,6565.0,26000.0,2235.0,9850.0,4640.0,1735.0,2625.0,4580.0,17650.0,6175.0,4315.0,2285.0
717,IN,Jackson,483950.15,80680.0,8695.0,140.0,1300.0,4080.0,25270.0,14990.0,22030.0,9435.0,26520.0,3215.0,5990.0,29740.0,2495.0,13750.0,4490.0,1005.0,4050.0,4670.0,16070.0,6165.0,3685.0,2920.0
718,IN,Jasper,40380.15,61870.0,7140.0,200.0,1965.0,1285.0,19820.0,12555.0,17845.0,12990.0,14315.0,2360.0,8100.0,12450.0,1665.0,8610.0,6145.0,1380.0,3070.0,3630.0,18110.0,5700.0,4070.0,2235.0
719,IN,Jay,337050.0,39315.0,5795.0,195.0,770.0,355.0,11320.0,8015.0,10055.0,4460.0,15975.0,1920.0,2860.0,16920.0,450.0,3955.0,2780.0,225.0,2005.0,1275.0,10085.0,3460.0,2370.0,1520.0
720,IN,Jefferson,338205.0,58115.0,7205.0,220.0,2495.0,710.0,19855.0,12825.0,15205.0,7325.0,17780.0,1580.0,4530.0,19160.0,735.0,9075.0,3115.0,795.0,1735.0,3370.0,17075.0,5985.0,3615.0,2220.0
721,IN,Jennings,288115.15,49110.0,6550.0,340.0,215.0,1650.0,14125.0,10330.0,11540.0,6805.0,18525.0,1340.0,4405.0,17195.0,1430.0,7860.0,3380.0,640.0,1245.0,2790.0,11800.0,5460.0,2190.0,1590.0
722,IN,Johnson,671741.7500000005,280980.0,28600.0,890.0,3915.0,3760.0,117740.0,50300.0,88495.0,31765.0,47930.0,2515.0,22590.0,52640.0,10760.0,41180.0,21410.0,6775.0,22765.0,25745.0,70700.0,26360.0,18800.0,13990.0
723,IN,Knox,477725.0,71755.0,6755.0,180.0,3255.0,680.0,22975.0,18335.0,20050.0,9825.0,16540.0,5725.0,4430.0,12235.0,2740.0,10500.0,3930.0,865.0,2655.0,5550.0,23445.0,7195.0,4205.0,4250.0
