,State,County,Unnamed: 0,Tract,Drive,Carpooled,Transit,Walked,Other,MBSA,Service,Office,Construction,Production,IRural,IConstruction,IManufacturing,IWholesale,IRetail,IUtilities,IInformation,IFinance,IProfessional,ISocial,IRecreation,IOther,IPublic
0,alabama,autauga,1770,12370.150000000001,106395.0,11315.0,360.0,1030.0,1015.0,35695.0,20595.0,35380.0,14080.0,15955.0,1150.0,9420.0,17195.0,3790.0,15415.0,5385.0,1370.0,7950.0,8515.0,21215.0,10560.0,5540.0,14200.0
1,alabama,baldwin,22320,66543.65,322295.0,40555.0,1205.0,5555.0,3830.0,123755.0,68935.0,105525.0,52935.0,41450.0,7310.0,42050.0,36150.0,14420.0,54070.0,21020.0,6800.0,26890.0,38745.0,70360.0,37390.0,19355.0,18040.0
2,alabama,barbour,10890,427725.0,38155.0,7125.0,150.0,1135.0,805.0,13170.0,7755.0,10575.0,5125.0,12920.0,2030.0,3145.0,14000.0,630.0,6185.0,3925.0,405.0,1880.0,1940.0,7435.0,2895.0,1960.0,3115.0
3,alabama,bibb,5490,2000.4999999999998,40460.0,5005.0,250.0,420.0,595.0,9860.0,6490.0,11230.0,9115.0,12400.0,1875.0,5225.0,8840.0,1115.0,6730.0,5120.0,395.0,2810.0,2295.0,6745.0,1930.0,4055.0,1960.0
4,alabama,blount,13815,22675.3,96675.0,17105.0,65.0,1760.0,385.0,30460.0,19800.0,31660.0,19465.0,22145.0,3920.0,13585.0,20730.0,4740.0,14290.0,8600.0,1760.0,5715.0,8270.0,21640.0,8005.0,7240.0,5035.0
5,alabama,bullock,5055,142840.0,16735.0,3025.0,0.0,370.0,290.0,4570.0,3340.0,5230.0,2555.0,5855.0,2260.0,2535.0,3970.0,625.0,2715.0,1735.0,590.0,155.0,395.0,3115.0,1220.0,530.0,1705.0
6,alabama,butler,16515,428895.0,34555.0,3490.0,170.0,225.0,610.0,9050.0,7225.0,10600.0,4580.0,9235.0,1525.0,2290.0,9130.0,1060.0,5300.0,2105.0,505.0,1985.0,2065.0,7180.0,3585.0,895.0,3065.0
7,alabama,calhoun,72385,149335.89999999997,199025.0,22080.0,760.0,2390.0,3795.0,66105.0,38350.0,56645.0,28390.0,49110.0,2295.0,13040.0,43970.0,6030.0,28330.0,12195.0,4230.0,8690.0,16965.0,47860.0,20810.0,11840.0,22345.0
8,alabama,chambers,25515,429420.0,54640.0,8225.0,130.0,385.0,770.0,16060.0,9550.0,17600.0,9440.0,15745.0,820.0,6700.0,16575.0,1360.0,8325.0,3785.0,1970.0,2545.0,6110.0,11715.0,3185.0,3455.0,1850.0
9,alabama,cherokee,18135,286760.15,39850.0,8650.0,0.0,250.0,1550.0,13265.0,8020.0,10645.0,7385.0,13425.0,1220.0,4535.0,13080.0,1550.0,6225.0,3490.0,745.0,1530.0,1075.0,10310.0,3025.0,3650.0,2305.0
10,alabama,chilton,28890,27165.3,73200.0,14070.0,80.0,940.0,770.0,21445.0,13505.0,20745.0,17705.0,18475.0,2745.0,12465.0,12905.0,3565.0,10520.0,7645.0,755.0,4530.0,6170.0,14085.0,4610.0,6075.0,5805.0
11,alabama,choctaw,13490,191370.0,17055.0,3280.0,35.0,190.0,295.0,6605.0,2300.0,4705.0,4650.0,4130.0,1870.0,2765.0,3460.0,85.0,3265.0,1400.0,180.0,640.0,780.0,4710.0,1055.0,950.0,1230.0
12,alabama,clarke,31815,431000.4500000002,36160.0,2755.0,120.0,295.0,375.0,11410.0,6110.0,8205.0,5655.0,9425.0,2410.0,3440.0,7990.0,655.0,5355.0,2230.0,450.0,2395.0,1015.0,8750.0,2615.0,1780.0,1720.0
13,alabama,clay,14790,191810.0,21870.0,3985.0,55.0,265.0,75.0,6790.0,3350.0,5330.0,4925.0,8325.0,1315.0,1600.0,9275.0,885.0,1945.0,1680.0,480.0,965.0,980.0,5185.0,980.0,1570.0,1860.0
14,alabama,cleburne,15190,191930.0,21865.0,3770.0,0.0,540.0,365.0,7005.0,4315.0,5230.0,5840.0,6015.0,1590.0,4230.0,5280.0,970.0,3175.0,1035.0,615.0,860.0,1520.0,5120.0,1270.0,1350.0,1390.0
15,alabama,coffee,56315,7515.1500000000015,86635.0,10000.0,65.0,1605.0,1745.0,31245.0,13220.0,23240.0,14190.0,14795.0,4525.0,7145.0,11355.0,2540.0,13495.0,6925.0,665.0,5500.0,6325.0,19525.0,6355.0,4090.0,8245.0
16,alabama,colbert,61215,14430.700000000008,96365.0,11745.0,190.0,1425.0,1215.0,31310.0,17020.0,30905.0,13320.0,21735.0,2035.0,9235.0,19245.0,4465.0,14180.0,8030.0,2050.0,4365.0,7700.0,23655.0,8065.0,6675.0,4590.0
17,alabama,conecuh,23050,240100.0,18980.0,2795.0,0.0,0.0,105.0,4760.0,3340.0,6145.0,2925.0,5075.0,750.0,2110.0,4580.0,645.0,2965.0,2500.0,350.0,630.0,660.0,4175.0,585.0,655.0,1640.0
18,alabama,coosa,14130,144165.0,16135.0,2730.0,165.0,120.0,280.0,4705.0,3980.0,4280.0,2910.0,5760.0,745.0,3050.0,6305.0,70.0,1950.0,1145.0,0.0,640.0,1045.0,4020.0,1195.0,550.0,920.0
19,alabama,covington,68915,673615.0,61605.0,9040.0,10.0,1435.0,3160.0,19300.0,11215.0,18900.0,13635.0,15540.0,5370.0,7210.0,13365.0,2645.0,9740.0,6430.0,810.0,2505.0,4685.0,13705.0,4560.0,4445.0,3120.0
20,alabama,crenshaw,31035,289095.0,23470.0,3445.0,0.0,410.0,435.0,8165.0,4295.0,6760.0,4430.0,5685.0,2615.0,2895.0,4415.0,1220.0,3085.0,1965.0,520.0,1185.0,1110.0,5150.0,1850.0,1255.0,2070.0
21,alabama,cullman,98505,868435.1500000001,132760.0,25250.0,205.0,1500.0,1545.0,43715.0,26290.0,40675.0,26560.0,33880.0,6900.0,16035.0,31490.0,5685.0,21330.0,11430.0,2405.0,8005.0,9065.0,33230.0,10745.0,9440.0,5360.0
22,alabama,dale,82215,14495.300000000005,89840.0,11800.0,340.0,3205.0,1410.0,26000.0,17265.0,23805.0,17305.0,16110.0,1500.0,8180.0,10775.0,2455.0,10930.0,11865.0,1455.0,3750.0,6825.0,18575.0,10340.0,5435.0,8400.0
23,alabama,dallas,93525,717500.3000000002,63560.0,8815.0,65.0,1020.0,1280.0,19395.0,12330.0,16905.0,8475.0,19760.0,1295.0,4975.0,16230.0,1650.0,8810.0,4195.0,745.0,2920.0,3925.0,16740.0,3475.0,6005.0,5900.0
24,alabama,dekalb,92365,672525.0,113250.0,19015.0,195.0,1890.0,1230.0,31205.0,19330.0,29060.0,19755.0,43830.0,4825.0,9315.0,45450.0,4930.0,16490.0,6195.0,1120.0,5675.0,6870.0,22680.0,9100.0,5920.0,4610.0
25,alabama,elmore,104400,23035.3,136650.0,18490.0,260.0,1430.0,1335.0,54820.0,23285.0,42485.0,20450.0,22660.0,1425.0,14580.0,20490.0,4060.0,18035.0,9845.0,1760.0,10625.0,14550.0,30295.0,10250.0,10260.0,17525.0
26,alabama,escambia,65340,436625.0,53480.0,7695.0,220.0,710.0,915.0,16790.0,13070.0,15270.0,9895.0,11190.0,2145.0,6395.0,11250.0,1100.0,8545.0,3315.0,1470.0,2690.0,2010.0,13675.0,5600.0,2605.0,5415.0
27,alabama,etowah,232425,9130.600000000008,170490.0,21560.0,120.0,1695.0,710.0,60525.0,35595.0,48735.0,22570.0,39230.0,1855.0,15385.0,34385.0,6610.0,23035.0,10210.0,2480.0,8450.0,15335.0,51630.0,16140.0,10545.0,10595.0
28,alabama,fayette,40925,5050.0,28450.0,3715.0,70.0,485.0,100.0,8195.0,4645.0,7020.0,3720.0,10400.0,2055.0,1865.0,8730.0,1095.0,4470.0,2430.0,310.0,805.0,1955.0,6565.0,1730.0,1175.0,795.0
29,alabama,franklin,75240,437985.0,52085.0,10880.0,115.0,605.0,965.0,14190.0,9680.0,14425.0,10365.0,18325.0,2140.0,5020.0,21945.0,1510.0,7340.0,3190.0,545.0,2525.0,1840.0,12285.0,3555.0,2920.0,2170.0
30,alabama,geneva,51285,15105.0,45140.0,5340.0,0.0,440.0,550.0,12630.0,8440.0,13305.0,10230.0,11320.0,3030.0,6675.0,8955.0,2360.0,7920.0,2890.0,170.0,920.0,2380.0,11675.0,2750.0,2725.0,3475.0
31,alabama,greene,25980,9015.0,10350.0,2445.0,405.0,600.0,215.0,3225.0,2410.0,2700.0,2180.0,3900.0,260.0,1620.0,1645.0,350.0,800.0,1535.0,85.0,735.0,915.0,2680.0,1850.0,1165.0,775.0
32,alabama,hale,52635,12075.0,23345.0,4240.0,135.0,595.0,250.0,7095.0,5515.0,5330.0,4675.0,7460.0,2640.0,1825.0,6600.0,550.0,2530.0,1045.0,235.0,960.0,1930.0,6635.0,1405.0,1870.0,1850.0
33,alabama,henry,53535,9105.0,30875.0,1860.0,145.0,100.0,685.0,8935.0,6375.0,8950.0,4585.0,6825.0,1605.0,2205.0,6570.0,1275.0,3375.0,2295.0,370.0,1435.0,2145.0,8010.0,2195.0,2360.0,1830.0
34,alabama,houston,203995,45115.299999999996,187835.0,18200.0,580.0,1295.0,4040.0,65435.0,36340.0,60230.0,26170.0,31185.0,3050.0,15260.0,23350.0,8905.0,31510.0,18505.0,4240.0,9790.0,14445.0,48320.0,19795.0,12890.0,9300.0
35,alabama,jackson,106535,522830.0,93190.0,11410.0,230.0,1050.0,755.0,25615.0,16835.0,23230.0,15720.0,29835.0,2400.0,8790.0,29440.0,2640.0,14780.0,7100.0,635.0,4305.0,5430.0,20260.0,6450.0,5405.0,3600.0
36,alabama,jefferson,1933180,74155.39999999985,1231410.0,164525.0,15985.0,18215.0,9365.0,538255.0,235765.0,430135.0,125880.0,175055.0,8800.0,99500.0,136980.0,59370.0,174295.0,72280.0,44330.0,134975.0,161195.0,354000.0,120425.0,76275.0,62665.0
37,alabama,lamar,41805,4515.0,23865.0,2330.0,130.0,480.0,35.0,6855.0,4205.0,5500.0,3865.0,7920.0,590.0,2130.0,7035.0,365.0,2945.0,3300.0,320.0,995.0,880.0,5280.0,1620.0,1640.0,1245.0
38,alabama,lauderdale,313445,12210.900000000012,163975.0,19180.0,60.0,2545.0,840.0,55105.0,32465.0,53345.0,24655.0,29335.0,2455.0,18330.0,24370.0,5860.0,28995.0,10625.0,3445.0,10085.0,14100.0,41850.0,15895.0,12560.0,6335.0
39,alabama,lawrence,131715,440775.0,61340.0,7350.0,0.0,565.0,560.0,16600.0,11080.0,16150.0,11625.0,16910.0,1555.0,8100.0,16610.0,2495.0,8930.0,3165.0,630.0,2260.0,4205.0,11780.0,5020.0,4440.0,3175.0
40,alabama,lee,407295,55686.749999999985,243970.0,35810.0,2630.0,7755.0,5835.0,111050.0,49640.0,75675.0,33100.0,39945.0,4270.0,21930.0,36535.0,6165.0,37115.0,11570.0,6370.0,19060.0,24230.0,85490.0,28765.0,15780.0,12130.0
41,alabama,limestone,249960,16465.60000000001,142905.0,16590.0,400.0,1090.0,1895.0,56400.0,24055.0,38055.0,20605.0,32170.0,2715.0,15010.0,36330.0,4020.0,17180.0,8645.0,2215.0,7360.0,19740.0,30460.0,9530.0,7415.0,10665.0
42,alabama,lowndes,63490,156205.0,15995.0,2740.0,210.0,125.0,185.0,3715.0,3825.0,5190.0,2685.0,5595.0,765.0,1960.0,5055.0,540.0,2505.0,850.0,130.0,995.0,1195.0,3425.0,1205.0,640.0,1745.0
43,alabama,macon,192870,139085.3,29550.0,5715.0,25.0,2495.0,515.0,10645.0,10135.0,9620.0,3930.0,5600.0,375.0,3050.0,3510.0,475.0,3665.0,1490.0,130.0,1240.0,2265.0,15230.0,4695.0,920.0,2885.0
44,alabama,madison,1250855,18833.150000000027,658230.0,74140.0,3030.0,9965.0,7910.0,338280.0,109615.0,183970.0,58195.0,84920.0,4890.0,44020.0,114540.0,13725.0,82435.0,21835.0,19575.0,34895.0,125980.0,148630.0,63225.0,33625.0,67605.0
45,alabama,marengo,108735,291945.0,30115.0,4525.0,0.0,605.0,380.0,10815.0,5390.0,7570.0,5630.0,8215.0,1770.0,2475.0,7830.0,1065.0,4750.0,2125.0,105.0,1850.0,1215.0,8935.0,2325.0,1990.0,1185.0
46,alabama,marion,146380,385740.0,51375.0,7160.0,225.0,695.0,790.0,15030.0,9360.0,13310.0,8635.0,16585.0,3450.0,3845.0,16085.0,1295.0,7780.0,3750.0,1330.0,2005.0,3245.0,11255.0,3335.0,2325.0,3220.0
47,alabama,marshall,335205,27586.05,150780.0,28385.0,220.0,2095.0,2025.0,48655.0,30990.0,43965.0,28845.0,43120.0,4915.0,19925.0,41435.0,7505.0,22445.0,9520.0,4330.0,6670.0,14155.0,31940.0,13185.0,10285.0,9265.0
48,alabama,mobile,2332775,72736.44999999991,709155.0,96725.0,3720.0,10705.0,8120.0,256115.0,150830.0,234175.0,107730.0,122755.0,12150.0,74950.0,97720.0,30915.0,109820.0,53105.0,13585.0,49095.0,83155.0,190005.0,71105.0,48815.0,37185.0
49,alabama,monroe,152670,26565.0,36285.0,4800.0,0.0,720.0,305.0,10875.0,5235.0,10035.0,5395.0,12000.0,2620.0,2955.0,10385.0,1135.0,4570.0,3290.0,740.0,1795.0,2500.0,7025.0,1565.0,2325.0,2635.0
50,alabama,montgomery,1476150,11647.250000000022,425505.0,55005.0,4150.0,4865.0,3650.0,181030.0,90105.0,134225.0,36915.0,68845.0,3090.0,27705.0,54565.0,12720.0,60090.0,19140.0,7665.0,35480.0,47185.0,107660.0,45160.0,29165.0,61495.0
51,alabama,morgan,644220,5023.050000000004,219185.0,29560.0,685.0,1575.0,1420.0,75360.0,39180.0,64735.0,29260.0,53965.0,3405.0,23780.0,55315.0,8550.0,30170.0,13355.0,3555.0,12760.0,25590.0,44100.0,17145.0,14065.0,10710.0
52,alabama,perry,72705,103045.0,12250.0,2355.0,0.0,860.0,320.0,3940.0,4385.0,3495.0,1375.0,3430.0,855.0,1055.0,2360.0,340.0,1660.0,690.0,0.0,860.0,800.0,4605.0,2000.0,555.0,845.0
53,alabama,pickens,121675,12550.0,29150.0,4090.0,320.0,185.0,85.0,7570.0,5230.0,9955.0,4380.0,9095.0,1985.0,1945.0,7285.0,1050.0,5230.0,3080.0,95.0,1830.0,1925.0,7485.0,1005.0,1925.0,1390.0
54,alabama,pike,195980,75580.0,55820.0,8745.0,20.0,1880.0,830.0,18755.0,15185.0,16905.0,7870.0,12000.0,1930.0,4580.0,10855.0,1940.0,8935.0,3965.0,795.0,2745.0,2735.0,19620.0,6545.0,2320.0,3750.0
55,alabama,randolph,148035,105.0,34470.0,6200.0,0.0,905.0,595.0,10045.0,6060.0,9680.0,5525.0,13410.0,1680.0,3535.0,11890.0,920.0,5750.0,2740.0,505.0,1180.0,1950.0,8780.0,1845.0,1790.0,2155.0
56,alabama,russell,323830,19950.300000000003,83270.0,15085.0,265.0,955.0,2360.0,21725.0,21510.0,30115.0,12605.0,17325.0,1655.0,8170.0,13200.0,1340.0,13120.0,4130.0,2105.0,8050.0,8680.0,21005.0,11280.0,4900.0,5645.0
57,alabama,shelby,1232280,120416.84999999998,394800.0,41970.0,1010.0,4790.0,3675.0,202755.0,57215.0,139170.0,43660.0,34545.0,5365.0,39825.0,35535.0,25485.0,58355.0,20920.0,18075.0,51760.0,57135.0,90795.0,34645.0,23860.0,15590.0
58,alabama,st. clair,343655,26166.849999999995,144980.0,19030.0,205.0,925.0,1525.0,50335.0,25600.0,46175.0,22855.0,31725.0,2730.0,17700.0,25005.0,7795.0,20735.0,10805.0,3310.0,12690.0,14400.0,31465.0,9735.0,11170.0,9150.0
59,alabama,sumter,106590,2290.0,20405.0,4675.0,85.0,245.0,150.0,5750.0,5265.0,6425.0,2060.0,7205.0,1165.0,945.0,5565.0,610.0,2010.0,2105.0,170.0,675.0,1685.0,8060.0,2020.0,420.0,1275.0
60,alabama,talladega,593395,12040.450000000006,132385.0,14990.0,965.0,3245.0,2715.0,39180.0,27995.0,36355.0,18625.0,40255.0,3435.0,12520.0,34525.0,4825.0,21040.0,7690.0,2150.0,5805.0,8260.0,32865.0,12010.0,8380.0,8905.0
61,alabama,tallapoosa,273725,481160.1500000001,71490.0,11530.0,690.0,780.0,545.0,24045.0,14905.0,18870.0,12535.0,18180.0,1335.0,7660.0,19840.0,1705.0,8155.0,4730.0,785.0,3950.0,4930.0,19205.0,7375.0,5025.0,3840.0
62,alabama,tuscaloosa,1319995,26435.24999999999,356735.0,39860.0,2885.0,6525.0,6425.0,138175.0,71495.0,105145.0,50405.0,64215.0,10650.0,36335.0,54515.0,10415.0,57320.0,16095.0,7285.0,19600.0,28910.0,117110.0,36685.0,21205.0,13310.0
63,alabama,walker,520155,18925.0,105475.0,13605.0,220.0,720.0,1285.0,30840.0,20815.0,30465.0,23150.0,21915.0,7910.0,11945.0,14300.0,3695.0,18375.0,10750.0,1200.0,5175.0,7055.0,27605.0,9310.0,5615.0,4250.0
64,alabama,washington,145925,11025.0,26480.0,3480.0,0.0,230.0,665.0,6695.0,3070.0,6410.0,6275.0,9885.0,1990.0,4765.0,7300.0,1000.0,3045.0,2790.0,345.0,775.0,1455.0,5935.0,620.0,1065.0,1250.0
65,alabama,wilcox,117190,6990.0,8905.0,2505.0,120.0,360.0,40.0,2860.0,2080.0,3455.0,1580.0,2685.0,585.0,785.0,2390.0,285.0,925.0,585.0,265.0,980.0,710.0,3135.0,730.0,905.0,380.0
66,alabama,winston,206045,337975.30000000005,37245.0,4180.0,160.0,570.0,2145.0,11955.0,5865.0,9440.0,4820.0,15890.0,2355.0,2815.0,13280.0,760.0,5205.0,4745.0,290.0,1560.0,3745.0,6110.0,3400.0,2365.0,1340.0
67,alaska,aleutians east borough,29535,5.0,675.0,250.0,0.0,11280.0,190.0,965.0,965.0,1095.0,1205.0,11350.0,220.0,130.0,13785.0,335.0,180.0,100.0,15.0,15.0,30.0,380.0,120.0,30.0,240.0
68,alaska,aleutians west census area,59145,15.0,2315.0,1285.0,200.0,16445.0,170.0,2305.0,2265.0,2555.0,2385.0,16970.0,240.0,420.0,20575.0,115.0,455.0,1260.0,65.0,190.0,1285.0,535.0,300.0,505.0,535.0
69,alaska,anchorage municipality,1665675,4497.100000000007,554235.0,96460.0,10605.0,19295.0,22445.0,279220.0,124535.0,182580.0,64805.0,64205.0,24485.0,51615.0,13610.0,19755.0,77890.0,60870.0,18255.0,43010.0,77925.0,153075.0,64065.0,35000.0,75790.0
70,alaska,bethel census area,93030,30.0,6920.0,3135.0,0.0,10540.0,6490.0,11925.0,5110.0,6780.0,3225.0,2880.0,305.0,1460.0,270.0,20.0,3515.0,2315.0,270.0,1015.0,820.0,12180.0,1095.0,1735.0,4920.0
71,alaska,bristol bay borough,31060,5.0,1300.0,305.0,0.0,255.0,35.0,815.0,230.0,625.0,325.0,190.0,75.0,150.0,0.0,30.0,185.0,380.0,70.0,35.0,165.0,730.0,80.0,30.0,255.0
72,alaska,denali borough,31085,5.0,1675.0,455.0,240.0,725.0,60.0,1160.0,455.0,620.0,550.0,380.0,190.0,110.0,0.0,15.0,350.0,305.0,25.0,0.0,675.0,135.0,695.0,125.0,540.0
73,alaska,dillingham census area,62245,15.0,3310.0,2115.0,30.0,1830.0,1425.0,4255.0,1555.0,2100.0,975.0,655.0,375.0,325.0,195.0,30.0,805.0,860.0,200.0,180.0,305.0,3925.0,365.0,645.0,1330.0
74,alaska,fairbanks north star borough,596315,950.0,173775.0,33850.0,2680.0,8145.0,6685.0,75530.0,33980.0,54735.0,34755.0,21990.0,8130.0,23870.0,6725.0,4610.0,26910.0,16500.0,4140.0,9180.0,15425.0,54920.0,17710.0,8515.0,24355.0
75,alaska,haines borough,31635,5.0,1690.0,205.0,70.0,730.0,110.0,1515.0,600.0,590.0,660.0,310.0,85.0,440.0,115.0,0.0,355.0,315.0,35.0,305.0,165.0,845.0,575.0,245.0,195.0
76,alaska,hoonah-angoon census area,63345,25.0,1855.0,245.0,110.0,1270.0,745.0,1955.0,610.0,865.0,840.0,415.0,440.0,265.0,145.0,35.0,615.0,630.0,50.0,180.0,85.0,1095.0,675.0,65.0,405.0
77,alaska,juneau city and borough,190635,105.0,51445.0,14035.0,4640.0,7680.0,3580.0,33735.0,13465.0,23320.0,8965.0,6645.0,4600.0,5760.0,790.0,1150.0,10160.0,6485.0,775.0,3790.0,6275.0,16870.0,6280.0,2500.0,20695.0
78,alaska,kenai peninsula borough,416130,455.0,84165.0,11305.0,990.0,6755.0,5740.0,37145.0,24350.0,26815.0,21695.0,14370.0,15015.0,11145.0,5395.0,2390.0,12780.0,7890.0,2640.0,4065.0,7440.0,27720.0,12025.0,6435.0,9435.0
79,alaska,ketchikan gateway borough,128890,50.0,19975.0,6165.0,640.0,3225.0,1760.0,9985.0,5460.0,8370.0,3900.0,6295.0,760.0,3580.0,1420.0,640.0,4260.0,4325.0,555.0,1570.0,1880.0,6510.0,3405.0,1475.0,3630.0
80,alaska,kodiak island borough,161675,75.0,19835.0,7275.0,255.0,4330.0,1205.0,6690.0,4795.0,7980.0,6695.0,6755.0,4820.0,1435.0,4275.0,1650.0,4360.0,1930.0,175.0,1290.0,905.0,5885.0,1395.0,1920.0,2875.0
81,alaska,lake and peninsula borough,32410,5.0,520.0,180.0,80.0,600.0,730.0,845.0,475.0,425.0,490.0,435.0,210.0,150.0,80.0,0.0,35.0,435.0,75.0,10.0,100.0,795.0,130.0,15.0,635.0
82,alaska,matanuska-susitna borough,785340,832.1499999999991,126915.0,27050.0,980.0,3995.0,9355.0,59865.0,30320.0,43780.0,35275.0,18445.0,10930.0,25935.0,4185.0,3600.0,23600.0,12800.0,5315.0,6880.0,14860.0,40100.0,14005.0,10330.0,15145.0
83,alaska,nome census area,66095,15.0,3410.0,1995.0,45.0,6260.0,3260.0,6105.0,2970.0,4250.0,2250.0,1920.0,450.0,990.0,220.0,0.0,2245.0,1770.0,100.0,325.0,520.0,6190.0,1155.0,790.0,2740.0
84,alaska,north slope borough,99330,30.0,2925.0,3735.0,20.0,5985.0,2280.0,5860.0,3810.0,3565.0,1350.0,1835.0,505.0,1240.0,0.0,0.0,1585.0,1660.0,130.0,295.0,895.0,4695.0,990.0,740.0,3685.0
85,alaska,northwest arctic borough,66345,15.0,1280.0,945.0,70.0,5950.0,2330.0,4265.0,2150.0,2415.0,2220.0,1595.0,2055.0,510.0,0.0,85.0,1165.0,1320.0,205.0,270.0,520.0,4175.0,410.0,375.0,1555.0
86,alaska,petersburg census area,33210,10.0,4405.0,1325.0,0.0,1850.0,735.0,3620.0,1050.0,2275.0,1930.0,1295.0,1435.0,895.0,1390.0,0.0,1295.0,575.0,15.0,80.0,265.0,2270.0,525.0,320.0,1105.0
87,alaska,prince of wales-hyder census area,133090,47035.0,6395.0,1725.0,115.0,2630.0,575.0,4165.0,2195.0,1910.0,2295.0,1745.0,1545.0,1115.0,825.0,115.0,1195.0,1530.0,120.0,635.0,255.0,2630.0,940.0,370.0,1035.0
88,alaska,sitka city and borough,66695,15.0,14280.0,3640.0,180.0,2690.0,2120.0,8665.0,3710.0,5730.0,3505.0,1850.0,1910.0,1555.0,480.0,275.0,2985.0,2175.0,370.0,550.0,1545.0,7040.0,1840.0,1025.0,1710.0
89,alaska,skagway municipality,33385,5.0,1375.0,135.0,30.0,1350.0,60.0,935.0,1365.0,785.0,220.0,180.0,0.0,125.0,5.0,45.0,360.0,665.0,30.0,0.0,150.0,140.0,1640.0,85.0,240.0
90,alaska,southeast fairbanks census area,66845,25.0,9280.0,2525.0,135.0,955.0,395.0,4390.0,2640.0,3310.0,2440.0,1510.0,350.0,1445.0,1005.0,635.0,1060.0,730.0,750.0,380.0,1570.0,2350.0,1165.0,560.0,2290.0
91,alaska,valdez-cordova census area,100455,30.0,15450.0,1965.0,0.0,2350.0,955.0,7525.0,3585.0,5405.0,4480.0,2495.0,1700.0,1895.0,775.0,860.0,2355.0,2205.0,930.0,565.0,1540.0,5930.0,1490.0,970.0,2275.0
92,alaska,wade hampton census area,33535,5.0,745.0,195.0,0.0,5620.0,3180.0,3375.0,2310.0,1920.0,1345.0,1290.0,280.0,560.0,165.0,0.0,1085.0,1030.0,75.0,150.0,85.0,4035.0,465.0,380.0,1930.0
93,alaska,wrangell city and borough,33560,15.0,3545.0,520.0,70.0,320.0,515.0,1555.0,760.0,1610.0,705.0,735.0,735.0,240.0,150.0,135.0,1125.0,620.0,60.0,385.0,0.0,1130.0,315.0,80.0,390.0
94,alaska,yakutat city and borough,33585,5.0,745.0,330.0,30.0,170.0,95.0,555.0,255.0,340.0,225.0,155.0,180.0,25.0,55.0,65.0,130.0,130.0,10.0,90.0,60.0,225.0,105.0,30.0,425.0
95,alaska,yukon-koyukuk census area,134590,50.0,2675.0,940.0,15.0,3450.0,1595.0,3710.0,1860.0,1860.0,1680.0,1270.0,365.0,760.0,55.0,0.0,760.0,1490.0,70.0,160.0,345.0,3165.0,410.0,275.0,2525.0
96,arkansas,arkansas,270380,192180.0,36565.0,5540.0,115.0,1575.0,320.0,13050.0,7115.0,10725.0,6015.0,9215.0,4400.0,2315.0,9025.0,1670.0,4935.0,2205.0,605.0,1975.0,1870.0,9015.0,4120.0,2105.0,1880.0
97,arkansas,ashley,237895,336140.0,36325.0,3865.0,245.0,650.0,1325.0,11050.0,6640.0,9970.0,5905.0,10625.0,1910.0,2770.0,11015.0,660.0,6900.0,1660.0,865.0,2020.0,1635.0,9065.0,2195.0,1705.0,1790.0
98,arkansas,baxter,307665,427725.0,63585.0,8590.0,145.0,1225.0,580.0,22655.0,14755.0,20030.0,8680.0,12735.0,2310.0,5690.0,12900.0,945.0,10815.0,2630.0,1570.0,4795.0,5040.0,18240.0,7480.0,3880.0,2560.0
99,arkansas,benton,1710590,50954.35000000001,387190.0,53480.0,465.0,11495.0,8385.0,166090.0,67735.0,129370.0,50835.0,75980.0,9625.0,41815.0,70455.0,15445.0,113790.0,21330.0,7505.0,25375.0,37340.0,78895.0,35260.0,22165.0,11010.0
100,arkansas,boone,249270,276630.15,62025.0,9800.0,85.0,1010.0,610.0,20105.0,13025.0,24020.0,9255.0,12925.0,2085.0,6840.0,8450.0,1895.0,9950.0,10000.0,2150.0,4300.0,4345.0,14750.0,7785.0,4230.0,2550.0
101,arkansas,bradley,178800,237575.0,17380.0,2820.0,65.0,1730.0,435.0,6630.0,3010.0,4355.0,3465.0,6475.0,2595.0,1815.0,3990.0,630.0,1695.0,915.0,305.0,970.0,1245.0,7085.0,805.0,1015.0,870.0
102,arkansas,calhoun,71695,48015.0,9940.0,1600.0,0.0,80.0,440.0,2065.0,1575.0,2050.0,2480.0,4175.0,935.0,1325.0,3370.0,240.0,725.0,830.0,60.0,640.0,870.0,1850.0,475.0,330.0,695.0
103,arkansas,carroll,179675,237575.0,42615.0,7935.0,0.0,2135.0,535.0,14635.0,13205.0,12645.0,8260.0,11365.0,2720.0,6090.0,11505.0,770.0,6580.0,2960.0,1005.0,3005.0,2410.0,8850.0,8960.0,3495.0,1760.0
104,arkansas,chicot,144190,16050.0,14240.0,2070.0,95.0,505.0,1415.0,5465.0,4970.0,2805.0,2390.0,3885.0,2805.0,1035.0,2555.0,350.0,1605.0,1150.0,70.0,685.0,1005.0,5065.0,795.0,295.0,2100.0
105,arkansas,clark,180800,238430.15,39485.0,5605.0,175.0,2255.0,935.0,15170.0,11260.0,10210.0,6575.0,7840.0,2710.0,2765.0,8405.0,930.0,4770.0,1725.0,995.0,1900.0,3495.0,14155.0,5395.0,2205.0,1605.0
106,arkansas,clay,217785,285105.0,27140.0,3000.0,0.0,535.0,55.0,9160.0,4655.0,7710.0,4230.0,6595.0,3005.0,1295.0,6400.0,930.0,3160.0,1650.0,575.0,1475.0,1650.0,7385.0,1730.0,1935.0,1160.0
